County Name,State Name,State FIPS,County FIPS,Total Deposits ($),TARP CPP Deposits ($),TARP CPP Deposits (%),Total Branches ,TARP CPP Branches,TARP CPP Branches (%),Total HMDA Loan Originations (#),TARP HMDA Loan Originations (#),TARP HMDA Loan Originations (%)
Jefferson County,Alabama,1,73,19333287000,7085862000,0.3665,221,81,0.3665,22795,9907,0.4346
Lamar County,Alabama,1,75,352175000,0,0,10,0,0,192,69,0.3594
Lauderdale County,Alabama,1,77,1460647000,852377000,0.5836,33,17,0.5152,2843,1604,0.5642
Lawrence County,Alabama,1,79,137374000,137374000,1,4,4,1,944,278,0.2945
Lee County,Alabama,1,81,1809446000,274486000,0.1517,41,7,0.1707,5474,2976,0.5437
Limestone County,Alabama,1,83,761821000,271811000,0.3568,19,5,0.2632,3217,1289,0.4007
Lowndes County,Alabama,1,85,109400000,0,0,5,0,0,194,82,0.4227
Macon County,Alabama,1,87,104198000,0,0,3,0,0,308,157,0.5097
Madison County,Alabama,1,89,5213430000,1856193000,0.356,90,28,0.3111,13926,6432,0.4619
Marengo County,Alabama,1,91,425051000,102054000,0.2401,11,3,0.2727,385,226,0.587
Marion County,Alabama,1,93,578410000,0,0,16,0,0,586,262,0.4471
Marshall County,Alabama,1,95,1493126000,369366000,0.2474,41,7,0.1707,2744,1230,0.4483
Mobile County,Alabama,1,97,5370150000,2701417000,0.503,115,41,0.3565,13418,6215,0.4632
Monroe County,Alabama,1,99,321013000,219302000,0.6832,11,5,0.4545,435,230,0.5287
Montgomery County,Alabama,1,101,5590821000,2033816000,0.3638,74,29,0.3919,7119,3434,0.4824
Morgan County,Alabama,1,103,1558529000,453269000,0.2908,38,11,0.2895,3950,1257,0.3182
Perry County,Alabama,1,105,139465000,0,0,3,0,0,76,36,0.4737
Pickens County,Alabama,1,107,293514000,0,0,10,0,0,422,94,0.2227
Pike County,Alabama,1,109,712909000,95970000,0.1346,12,2,0.1667,519,290,0.5588
Randolph County,Alabama,1,111,344889000,0,0,10,0,0,516,248,0.4806
Russell County,Alabama,1,113,602843000,301229000,0.4997,16,6,0.375,1465,871,0.5945
Shelby County,Alabama,1,117,2236903000,1061439000,0.4745,64,30,0.4688,8843,4167,0.4712
St. Clair County,Alabama,1,115,766936000,30416000,0.0397,23,1,0.0435,3302,1134,0.3434
Sumter County,Alabama,1,119,165122000,77244000,0.4678,4,2,0.5,154,69,0.4481
Talladega County,Alabama,1,121,879846000,122525000,0.1393,17,3,0.1765,2021,662,0.3276
Tallapoosa County,Alabama,1,123,561596000,484000,0.0009,10,1,0.1,1452,654,0.4504
Tuscaloosa County,Alabama,1,125,2373593000,1262283000,0.5318,53,26,0.4906,6312,2287,0.3623
Walker County,Alabama,1,127,959487000,499384000,0.5205,25,10,0.4,1664,868,0.5216
Washington County,Alabama,1,129,183248000,0,0,5,0,0,306,130,0.4248
Wilcox County,Alabama,1,131,154475000,0,0,3,0,0,103,65,0.6311
Winston County,Alabama,1,133,383772000,0,0,12,0,0,528,189,0.358
Aleutians East Borough,Alaska,2,13,0,0,0,0,0,0,16,8,0.5
Aleutians West Census Area,Alaska,2,16,20664000,20664000,1,1,1,1,28,20,0.7143
Anchorage Municipality,Alaska,2,20,9829679000,8272908000,0.8416,37,19,0.5135,10461,3679,0.3517
Bethel Census Area,Alaska,2,50,68590000,43833000,0.6391,2,1,0.5,70,32,0.4571
Bristol Bay Borough,Alaska,2,60,15770000,15770000,1,1,1,1,16,11,0.6875
Denali Borough,Alaska,2,68,0,0,0,0,0,0,36,10,0.2778
Dillingham Census Area,Alaska,2,70,57394000,57394000,1,1,1,1,37,27,0.7297
Fairbanks North Star Borough,Alaska,2,90,920320000,365590000,0.3972,23,9,0.3913,2907,1070,0.3681
Haines Borough,Alaska,2,100,26367000,0,0,1,0,0,40,12,0.3
Hoonah-Angoon Census Area,Alaska,2,105,0,0,0,0,0,0,0,0,0
Juneau City and Borough,Alaska,2,110,719478000,464988000,0.6463,13,6,0.4615,892,399,0.4473
Kenai Peninsula Borough,Alaska,2,122,531694000,360911000,0.6788,10,6,0.6,1837,618,0.3364
Ketchikan Gateway Borough,Alaska,2,130,345035000,161704000,0.4687,9,4,0.4444,256,175,0.6836
Kodiak Island Borough,Alaska,2,150,139416000,106039000,0.7606,4,3,0.75,263,135,0.5133
Lake and Peninsula Borough,Alaska,2,164,0,0,0,0,0,0,4,3,0.75
Matanuska-Susitna Borough,Alaska,2,170,368317000,239292000,0.6497,9,6,0.6667,3611,1365,0.378
Nome Census Area,Alaska,2,180,69073000,69073000,1,1,1,1,80,47,0.5875
North Slope Borough,Alaska,2,185,23770000,23770000,1,1,1,1,20,10,0.5
Northwest Arctic Borough,Alaska,2,188,13981000,13981000,1,1,1,1,35,34,0.9714
Prince of Wales-Outer Ketchikan Census Area,Alaska,2,201,0,0,0,0,0,0,36,29,0.8056
Sitka City and Borough,Alaska,2,220,146650000,63725000,0.4345,4,1,0.25,151,111,0.7351
Skagway Municipality,Alaska,2,230,0,0,0,0,0,0,0,0,0
Southeast Fairbanks Census Area,Alaska,2,240,33177000,15559000,0.469,3,1,0.3333,89,38,0.427
Valdez-Cordova Census Area,Alaska,2,261,111657000,70479000,0.6312,6,3,0.5,140,72,0.5143
Wade Hampton Census Area,Alaska,2,270,0,0,0,0,0,0,0,0,0
Wrangell-Petersburg Census Area,Alaska,2,280,142613000,75460000,0.5291,4,2,0.5,62,44,0.7097
Yakutat City and Borough,Alaska,2,282,0,0,0,0,0,0,9,7,0.7778
Yukon-Koyukuk Census Area,Alaska,2,290,0,0,0,0,0,0,18,6,0.3333
Eastern District,American Samoa,60,10,187413000,0,0,4,0,0,0,0,0
Manu'a District,American Samoa,60,20,145000,0,0,1,0,0,0,0,0
Rose Island,American Samoa,60,30,0,0,0,0,0,0,0,0,0
Swains Island,American Samoa,60,40,0,0,0,0,0,0,0,0,0
Western District,American Samoa,60,50,27000,0,0,1,0,0,0,0,0
Apache County,Arizona,4,1,119499000,83795000,0.7012,6,4,0.6667,714,364,0.5098
Cochise County,Arizona,4,3,1295970000,1201616000,0.9272,22,19,0.8636,4068,2548,0.6264
Coconino County,Arizona,4,5,990651000,796779000,0.8043,28,19,0.6786,4558,2681,0.5882
Gila County,Arizona,4,7,537929000,386529000,0.7186,12,7,0.5833,1993,1075,0.5394
Graham County,Arizona,4,9,210784000,210784000,1,4,4,1,1063,535,0.5033
Greenlee County,Arizona,4,11,49109000,49109000,1,2,2,1,92,46,0.5
La Paz County,Arizona,4,12,189408000,145749000,0.7695,6,4,0.6667,326,199,0.6104
Maricopa County,Arizona,4,13,51965992000,40975968000,0.7885,807,610,0.7559,191489,88105,0.4601
Mohave County,Arizona,4,15,2049998000,1338173000,0.6528,45,27,0.6,9076,5432,0.5985
Navajo County,Arizona,4,17,586581000,481311000,0.8205,19,14,0.7368,3286,1826,0.5557
Pima County,Arizona,4,19,11062118000,8357646000,0.7555,192,142,0.7396,37386,17660,0.4724
Pinal County,Arizona,4,21,1073537000,835836000,0.7786,42,29,0.6905,20016,7787,0.389
Santa Cruz County,Arizona,4,23,752993000,740707000,0.9837,10,9,0.9,1628,974,0.5983
Yavapai County,Arizona,4,25,2859214000,2136316000,0.7472,57,40,0.7018,9855,5744,0.5829
Yuma County,Arizona,4,27,1324944000,1051719000,0.7938,30,21,0.7,6330,2936,0.4638
Arkansas County,Arkansas,5,1,486828000,0,0,15,0,0,353,161,0.4561
Ashley County,Arkansas,5,3,310249000,0,0,15,0,0,277,75,0.2708
Baxter County,Arkansas,5,5,915204000,227979000,0.2491,24,7,0.2917,1213,832,0.6859
Benton County,Arkansas,5,7,3420256000,540558000,0.158,103,34,0.3301,11069,4244,0.3834
Boone County,Arkansas,5,9,773693000,107478000,0.1389,15,5,0.3333,1407,629,0.4471
Bradley County,Arkansas,5,11,209598000,0,0,8,0,0,100,40,0.4
Calhoun County,Arkansas,5,13,62174000,0,0,2,0,0,49,12,0.2449
Carroll County,Arkansas,5,15,501531000,0,0,19,0,0,951,259,0.2723
Chicot County,Arkansas,5,17,196723000,0,0,8,0,0,112,45,0.4018
Clark County,Arkansas,5,19,407439000,218562000,0.5364,13,8,0.6154,483,326,0.6749
Clay County,Arkansas,5,21,254109000,102991000,0.4053,10,5,0.5,203,156,0.7685
Cleburne County,Arkansas,5,23,365624000,29908000,0.0818,17,3,0.1765,844,369,0.4372
Cleveland County,Arkansas,5,25,46969000,14819000,0.3155,5,3,0.6,185,49,0.2649
Columbia County,Arkansas,5,27,597273000,0,0,15,0,0,346,90,0.2601
Conway County,Arkansas,5,29,292380000,128656000,0.44,11,7,0.6364,521,325,0.6238
Craighead County,Arkansas,5,31,1893750000,1259504000,0.6651,52,27,0.5192,2996,1533,0.5117
Crawford County,Arkansas,5,33,697370000,128416000,0.1841,31,9,0.2903,2097,544,0.2594
Crittenden County,Arkansas,5,35,509947000,189530000,0.3717,18,8,0.4444,1266,807,0.6374
Cross County,Arkansas,5,37,363189000,20771000,0.0572,12,1,0.0833,539,156,0.2894
Dallas County,Arkansas,5,39,166448000,48978000,0.2943,6,2,0.3333,196,53,0.2704
Desha County,Arkansas,5,41,223340000,0,0,10,0,0,123,70,0.5691
Drew County,Arkansas,5,43,329203000,0,0,11,0,0,208,95,0.4567
Faulkner County,Arkansas,5,45,1374715000,796121000,0.5791,58,32,0.5517,3734,2013,0.5391
Franklin County,Arkansas,5,47,244808000,110418000,0.451,9,3,0.3333,524,178,0.3397
Fulton County,Arkansas,5,49,176411000,0,0,6,0,0,123,68,0.5528
Garland County,Arkansas,5,51,1515152000,811848000,0.5358,63,27,0.4286,3317,1557,0.4694
Grant County,Arkansas,5,53,185412000,54735000,0.2952,6,3,0.5,473,249,0.5264
Greene County,Arkansas,5,55,700978000,270843000,0.3864,20,9,0.45,1040,706,0.6788
Hempstead County,Arkansas,5,57,377735000,0,0,10,0,0,387,70,0.1809
Hot Spring County,Arkansas,5,59,425066000,98969000,0.2328,14,5,0.3571,811,397,0.4895
Howard County,Arkansas,5,61,224055000,66686000,0.2976,9,3,0.3333,225,96,0.4267
Independence County,Arkansas,5,63,702595000,89968000,0.1281,20,4,0.2,466,360,0.7725
Izard County,Arkansas,5,65,184114000,0,0,9,0,0,309,101,0.3269
Jackson County,Arkansas,5,67,230292000,109538000,0.4756,7,4,0.5714,216,162,0.75
Jefferson County,Arkansas,5,69,974889000,78207000,0.0802,25,3,0.12,1432,497,0.3471
Johnson County,Arkansas,5,71,305806000,145167000,0.4747,12,5,0.4167,608,282,0.4638
Lafayette County,Arkansas,5,73,128490000,0,0,4,0,0,67,19,0.2836
Lawrence County,Arkansas,5,75,268134000,117745000,0.4391,10,4,0.4,305,249,0.8164
Lee County,Arkansas,5,77,81805000,0,0,3,0,0,62,24,0.3871
Lincoln County,Arkansas,5,79,94912000,0,0,6,0,0,164,42,0.2561
Little River County,Arkansas,5,81,135768000,52586000,0.3873,7,2,0.2857,297,175,0.5892
Logan County,Arkansas,5,83,342768000,48585000,0.1417,13,3,0.2308,449,167,0.3719
Lonoke County,Arkansas,5,85,719523000,329880000,0.4585,35,15,0.4286,2481,1105,0.4454
Madison County,Arkansas,5,87,167549000,0,0,8,0,0,490,89,0.1816
Marion County,Arkansas,5,89,241095000,27425000,0.1138,12,3,0.25,606,289,0.4769
Miller County,Arkansas,5,91,508767000,176907000,0.3477,16,5,0.3125,978,443,0.453
Mississippi County,Arkansas,5,93,524783000,50903000,0.097,23,2,0.087,894,416,0.4653
Monroe County,Arkansas,5,95,167257000,98684000,0.59,5,2,0.4,121,35,0.2893
Montgomery County,Arkansas,5,97,83065000,0,0,3,0,0,222,83,0.3739
Nevada County,Arkansas,5,99,86314000,0,0,2,0,0,91,32,0.3516
Newton County,Arkansas,5,101,63258000,49022000,0.775,3,2,0.6667,327,215,0.6575
Ouachita County,Arkansas,5,103,332733000,0,0,15,0,0,349,165,0.4728
Perry County,Arkansas,5,105,87624000,7726000,0.0882,3,1,0.3333,208,112,0.5385
Phillips County,Arkansas,5,107,284102000,153995000,0.542,12,7,0.5833,162,87,0.537
Pike County,Arkansas,5,109,237299000,0,0,8,0,0,161,53,0.3292
Poinsett County,Arkansas,5,111,320138000,42525000,0.1328,15,3,0.2,553,184,0.3327
Polk County,Arkansas,5,113,297127000,0,0,10,0,0,326,141,0.4325
Pope County,Arkansas,5,115,928497000,601510000,0.6478,32,16,0.5,1674,1064,0.6356
Prairie County,Arkansas,5,117,98808000,0,0,5,0,0,99,37,0.3737
Pulaski County,Arkansas,5,119,8818497000,6688830000,0.7585,215,128,0.5953,11648,5818,0.4995
Randolph County,Arkansas,5,121,258338000,128190000,0.4962,7,3,0.4286,270,154,0.5704
Saline County,Arkansas,5,125,921229000,457589000,0.4967,31,14,0.4516,3755,1883,0.5015
Scott County,Arkansas,5,127,188465000,0,0,7,0,0,160,35,0.2188
Searcy County,Arkansas,5,129,108048000,32035000,0.2965,6,1,0.1667,301,196,0.6512
Sebastian County,Arkansas,5,131,2246816000,426757000,0.1899,62,12,0.1935,3628,821,0.2263
Sevier County,Arkansas,5,133,293084000,0,0,9,0,0,201,61,0.3035
Sharp County,Arkansas,5,135,375321000,61983000,0.1651,18,3,0.1667,385,275,0.7143
St. Francis County,Arkansas,5,123,294055000,30433000,0.1035,13,2,0.1538,471,181,0.3843
Stone County,Arkansas,5,137,234580000,142167000,0.606,7,2,0.2857,261,93,0.3563
Union County,Arkansas,5,139,1154570000,65502000,0.0567,28,2,0.0714,628,146,0.2325
Van Buren County,Arkansas,5,141,220137000,80501000,0.3657,11,3,0.2727,531,271,0.5104
Washington County,Arkansas,5,143,3441760000,753634000,0.219,100,29,0.29,8295,3293,0.397
White County,Arkansas,5,145,1210891000,339499000,0.2804,42,15,0.3571,1744,890,0.5103
Woodruff County,Arkansas,5,147,115049000,0,0,4,0,0,73,36,0.4932
Yell County,Arkansas,5,149,368958000,82331000,0.2231,11,2,0.1818,474,254,0.5359
Alameda County,California,6,1,25190650000,16509286000,0.6554,263,161,0.6122,53043,28362,0.5347
Alpine County,California,6,3,7521000,7521000,1,1,1,1,72,29,0.4028
Amador County,California,6,5,618282000,258741000,0.4185,13,4,0.3077,1541,751,0.4873
Butte County,California,6,7,2371973000,987994000,0.4165,50,23,0.46,6436,3292,0.5115
Calaveras County,California,6,9,410522000,180381000,0.4394,15,7,0.4667,2491,1305,0.5239
Colusa County,California,6,11,262316000,255123000,0.9726,7,6,0.8571,608,355,0.5839
Contra Costa County,California,6,13,23932801000,12501015000,0.5223,210,128,0.6095,45402,23312,0.5135
Del Norte County,California,6,15,153293000,81250000,0.53,4,2,0.5,598,320,0.5351
El Dorado County,California,6,17,2204471000,1116142000,0.5063,44,26,0.5909,8449,4156,0.4919
Fresno County,California,6,19,7934603000,5060250000,0.6377,143,81,0.5664,28172,13223,0.4694
Glenn County,California,6,21,309910000,223447000,0.721,8,6,0.75,681,349,0.5125
Humboldt County,California,6,23,1226353000,1102811000,0.8993,28,23,0.8214,3210,1914,0.5963
Imperial County,California,6,25,1518238000,626287000,0.4125,17,6,0.3529,4074,1713,0.4205
Inyo County,California,6,27,220535000,114527000,0.5193,5,2,0.4,401,183,0.4564
Kern County,California,6,29,4410446000,2607941000,0.5913,79,39,0.4937,30727,14222,0.4629
Kings County,California,6,31,764214000,343321000,0.4492,16,6,0.375,4106,1637,0.3987
Lake County,California,6,33,613028000,345053000,0.5629,14,10,0.7143,2617,1227,0.4689
Lassen County,California,6,35,160761000,138610000,0.8622,6,5,0.8333,903,429,0.4751
Los Angeles County,California,6,37,1.90274E+11,1.19294E+11,0.627,1471,935,0.6356,277628,138850,0.5001
Madera County,California,6,39,839392000,542239000,0.646,21,12,0.5714,4994,2396,0.4798
Marin County,California,6,41,7352376000,5257188000,0.715,85,63,0.7412,8483,4204,0.4956
Mariposa County,California,6,43,115126000,0,0,2,0,0,706,352,0.4986
Mendocino County,California,6,45,1129637000,380423000,0.3368,21,8,0.381,2014,928,0.4608
Merced County,California,6,47,1568413000,651014000,0.4151,31,13,0.4194,7598,3666,0.4825
Modoc County,California,6,49,118190000,118190000,1,3,3,1,226,140,0.6195
Mono County,California,6,51,137925000,92290000,0.6691,4,3,0.75,947,578,0.6103
Monterey County,California,6,53,5383588000,3270348000,0.6075,76,40,0.5263,10542,5698,0.5405
Napa County,California,6,55,2409182000,1427064000,0.5923,47,32,0.6809,4664,2500,0.536
Nevada County,California,6,57,1517514000,1071142000,0.7059,29,21,0.7241,4288,2022,0.4715
Orange County,California,6,59,54919878000,33983948000,0.6188,603,357,0.592,91620,44554,0.4863
Placer County,California,6,61,5447365000,3893557000,0.7148,115,82,0.713,16472,8075,0.4902
Plumas County,California,6,63,287334000,287334000,1,9,9,1,951,580,0.6099
Riverside County,California,6,65,16379817000,8907305000,0.5438,278,147,0.5288,96308,43398,0.4506
Sacramento County,California,6,67,17419719000,12184834000,0.6995,209,131,0.6268,50137,23742,0.4735
San Benito County,California,6,69,578632000,351058000,0.6067,9,5,0.5556,1736,941,0.5421
San Bernardino County,California,6,71,12489976000,8445515000,0.6762,203,134,0.6601,83296,37294,0.4477
San Diego County,California,6,73,39567022000,23319780000,0.5894,531,316,0.5951,102788,49495,0.4815
San Francisco County,California,6,75,96418618000,80764682000,0.8376,239,157,0.6569,19916,11193,0.562
San Joaquin County,California,6,77,6482614000,2270959000,0.3503,108,39,0.3611,23719,11756,0.4956
San Luis Obispo County,California,6,79,3673465000,2055098000,0.5594,66,36,0.5455,9122,4007,0.4393
San Mateo County,California,6,81,16294130000,12737544000,0.7817,149,114,0.7651,24636,13522,0.5489
Santa Barbara County,California,6,83,8219077000,5203707000,0.6331,95,55,0.5789,10380,5688,0.548
Santa Clara County,California,6,85,45163878000,37126252000,0.822,303,217,0.7162,62690,32724,0.522
Santa Cruz County,California,6,87,3504125000,2065100000,0.5893,49,30,0.6122,7672,4098,0.5342
Shasta County,California,6,89,1948266000,1157759000,0.5943,48,21,0.4375,6290,3307,0.5258
Sierra County,California,6,91,18489000,18489000,1,2,2,1,123,67,0.5447
Siskiyou County,California,6,93,500653000,243946000,0.4873,22,13,0.5909,1393,790,0.5671
Solano County,California,6,95,2823179000,2371798000,0.8401,59,48,0.8136,17248,8474,0.4913
Sonoma County,California,6,97,8918720000,6046811000,0.678,117,91,0.7778,16490,8289,0.5027
Stanislaus County,California,6,99,5026928000,2306309000,0.4588,95,40,0.4211,17607,8725,0.4955
Sutter County,California,6,101,976729000,617767000,0.6325,18,7,0.3889,2770,1558,0.5625
Tehama County,California,6,103,565908000,436832000,0.7719,13,9,0.6923,2004,1130,0.5639
Trinity County,California,6,105,89704000,25572000,0.2851,4,1,0.25,362,207,0.5718
Tulare County,California,6,107,3198876000,1800700000,0.5629,64,25,0.3906,13197,6293,0.4769
Tuolumne County,California,6,109,1011964000,448253000,0.443,21,11,0.5238,2217,1166,0.5259
Ventura County,California,6,111,10558620000,8018566000,0.7594,147,107,0.7279,27757,14783,0.5326
Yolo County,California,6,113,1998768000,1472002000,0.7365,36,27,0.75,5786,2832,0.4895
Yuba County,California,6,115,263604000,194594000,0.7382,8,3,0.375,2548,1255,0.4925
Adams County,Colorado,8,1,2669106000,1083631000,0.406,84,43,0.5119,16461,6949,0.4221
Alamosa County,Colorado,8,3,352542000,92872000,0.2634,8,2,0.25,257,123,0.4786
Arapahoe County,Colorado,8,5,8515507000,3220769000,0.3782,157,81,0.5159,23266,10331,0.444
Archuleta County,Colorado,8,7,242761000,78352000,0.3228,9,3,0.3333,651,377,0.5791
Baca County,Colorado,8,9,101090000,57554000,0.5693,3,1,0.3333,22,6,0.2727
Bent County,Colorado,8,11,89683000,0,0,2,0,0,62,16,0.2581
Boulder County,Colorado,8,13,5741716000,2352020000,0.4096,115,45,0.3913,11540,4810,0.4168
Broomfield County,Colorado,8,14,684439000,344822000,0.5038,19,9,0.4737,2716,1135,0.4179
Chaffee County,Colorado,8,15,337737000,121273000,0.3591,10,3,0.3,591,298,0.5042
Cheyenne County,Colorado,8,17,136720000,0,0,3,0,0,32,6,0.1875
Clear Creek County,Colorado,8,19,47675000,0,0,3,0,0,511,264,0.5166
Conejos County,Colorado,8,21,43858000,0,0,2,0,0,85,27,0.3176
Costilla County,Colorado,8,23,2647000,0,0,1,0,0,54,30,0.5556
Crowley County,Colorado,8,25,32455000,0,0,1,0,0,51,19,0.3725
Custer County,Colorado,8,27,57138000,7687000,0.1345,2,1,0.5,188,109,0.5798
Delta County,Colorado,8,29,430297000,149926000,0.3484,16,5,0.3125,1181,851,0.7206
Denver County,Colorado,8,31,21137620000,12910498000,0.6108,191,78,0.4084,25140,11510,0.4578
Dolores County,Colorado,8,33,30447000,0,0,1,0,0,56,32,0.5714
Douglas County,Colorado,8,35,2859729000,1053765000,0.3685,86,39,0.4535,17176,7980,0.4646
Eagle County,Colorado,8,37,1450180000,579583000,0.3997,39,20,0.5128,3117,1859,0.5964
El Paso County,Colorado,8,41,5265746000,2655972000,0.5044,158,79,0.5,26167,10957,0.4187
Elbert County,Colorado,8,39,97773000,11024000,0.1128,5,1,0.2,1333,618,0.4636
Fremont County,Colorado,8,43,516111000,83298000,0.1614,15,4,0.2667,1679,769,0.458
Garfield County,Colorado,8,45,1189436000,934448000,0.7856,27,20,0.7407,3675,2067,0.5624
Gilpin County,Colorado,8,47,37465000,0,0,1,0,0,314,119,0.379
Grand County,Colorado,8,49,264564000,63461000,0.2399,11,2,0.1818,1383,750,0.5423
Gunnison County,Colorado,8,51,373042000,26982000,0.0723,11,1,0.0909,857,547,0.6383
Hinsdale County,Colorado,8,53,17478000,0,0,1,0,0,56,29,0.5179
Huerfano County,Colorado,8,55,82784000,0,0,3,0,0,198,75,0.3788
Jackson County,Colorado,8,57,28983000,0,0,1,0,0,27,17,0.6296
Jefferson County,Colorado,8,59,8147583000,2768633000,0.3398,146,70,0.4795,22344,10164,0.4549
Kiowa County,Colorado,8,61,19320000,0,0,1,0,0,23,3,0.1304
Kit Carson County,Colorado,8,63,213040000,38633000,0.1813,7,1,0.1429,145,38,0.2621
La Plata County,Colorado,8,67,1096769000,299136000,0.2727,20,6,0.3,2164,1366,0.6312
Lake County,Colorado,8,65,67395000,0,0,3,0,0,300,167,0.5567
Larimer County,Colorado,8,69,4267149000,1158365000,0.2715,97,33,0.3402,13236,6205,0.4688
Las Animas County,Colorado,8,71,310256000,0,0,6,0,0,373,135,0.3619
Lincoln County,Colorado,8,73,132967000,0,0,5,0,0,99,45,0.4545
Logan County,Colorado,8,75,329126000,117504000,0.357,9,3,0.3333,530,276,0.5208
Mesa County,Colorado,8,77,2110246000,966792000,0.4581,48,21,0.4375,8959,3573,0.3988
Mineral County,Colorado,8,79,12951000,0,0,1,0,0,33,14,0.4242
Moffat County,Colorado,8,81,145532000,0,0,4,0,0,664,306,0.4608
Montezuma County,Colorado,8,83,410364000,98772000,0.2407,13,3,0.2308,601,395,0.6572
Montrose County,Colorado,8,85,576818000,275880000,0.4783,17,8,0.4706,1651,1010,0.6118
Morgan County,Colorado,8,87,316714000,15635000,0.0494,12,2,0.1667,670,367,0.5478
Otero County,Colorado,8,89,371417000,83724000,0.2254,12,3,0.25,345,141,0.4087
Ouray County,Colorado,8,91,70236000,35530000,0.5059,4,2,0.5,248,146,0.5887
Park County,Colorado,8,93,21254000,21254000,1,1,1,1,1235,627,0.5077
Phillips County,Colorado,8,95,106775000,0,0,4,0,0,71,23,0.3239
Pitkin County,Colorado,8,97,1171448000,906608000,0.7739,12,9,0.75,1130,775,0.6858
Prowers County,Colorado,8,99,334231000,104107000,0.3115,8,3,0.375,214,69,0.3224
Pueblo County,Colorado,8,101,1440943000,736364000,0.511,46,23,0.5,5768,2584,0.448
Rio Blanco County,Colorado,8,103,159885000,0,0,3,0,0,264,119,0.4508
Rio Grande County,Colorado,8,105,250644000,25490000,0.1017,10,2,0.2,231,98,0.4242
Routt County,Colorado,8,107,612781000,339289000,0.5537,13,5,0.3846,2074,1167,0.5627
Saguache County,Colorado,8,109,17883000,7977000,0.4461,2,1,0.5,75,38,0.5067
San Juan County,Colorado,8,111,5487000,0,0,1,0,0,22,16,0.7273
San Miguel County,Colorado,8,113,274048000,218524000,0.7974,9,6,0.6667,538,355,0.6599
Sedgwick County,Colorado,8,115,61097000,0,0,3,0,0,57,11,0.193
